"Chick_ENSEMBL","Human_Entrezid","Human_Symbol","Chick_Symbol","Chick_Entrezid","TF_Status"
"ENSGALG00000052913",NA,NA,"NA",NA,"No"
"ENSGALG00000052914",NA,NA,"NA",NA,"No"
"ENSGALG00000052915",NA,NA,"NA",NA,"No"
"ENSGALG00000052916",NA,NA,"NA",NA,"No"
"ENSGALG00000052917",NA,NA,"NA",NA,"No"
"ENSGALG00000052918",2811,"GP1BA","LOC101750889",101750889,"No"
"ENSGALG00000052919",NA,NA,"NA",NA,"No"
"ENSGALG00000052920",NA,NA,"NA",NA,"No"
"ENSGALG00000052921",NA,NA,"NA",NA,"No"
"ENSGALG00000052922",NA,NA,"NA",NA,"No"
"ENSGALG00000052923",NA,NA,"NA",NA,"No"
"ENSGALG00000052924",8193,"DPF1","DPF1",395352,"No"
"ENSGALG00000052925",NA,NA,"NA",NA,"No"
"ENSGALG00000052926",NA,NA,"NA",NA,"No"
"ENSGALG00000052927",NA,NA,"NA",NA,"No"
"ENSGALG00000052928",NA,NA,"NA",NA,"No"
"ENSGALG00000052929",NA,NA,"NA",NA,"No"
"ENSGALG00000052930",100529063,"BCL2L2-PABPN1","PABPN1",112531447,"No"
"ENSGALG00000052930",8106,"PABPN1","PABPN1",112531447,"No"
"ENSGALG00000052931",NA,"AC187653.1","LOC427656",427656,"No"
"ENSGALG00000052932",57619,"SHROOM3","SHROOM3",422636,"No"
"ENSGALG00000052933",NA,NA,"NA",NA,"No"
"ENSGALG00000052934",NA,NA,"NA",NA,"No"
"ENSGALG00000052935",3604,"TNFRSF9","TNFRSF9",419365,"No"
"ENSGALG00000052936",8641,"PCDHGB4","NULL",NA,"No"
"ENSGALG00000052936",56101,"PCDHGB5","NULL",NA,"No"
"ENSGALG00000052937",NA,NA,"NA",NA,"No"
"ENSGALG00000052938",NA,NA,"NA",NA,"No"
"ENSGALG00000052939",23094,"SIPA1L3","NULL",NA,"No"
"ENSGALG00000052940",NA,NA,"NA",NA,"No"
"ENSGALG00000052941",NA,NA,"NA",NA,"No"
"ENSGALG00000052942",NA,NA,"NA",NA,"No"
"ENSGALG00000052943",NA,NA,"NA",NA,"No"
"ENSGALG00000052944",NA,NA,"NA",NA,"No"
"ENSGALG00000052945",11176,"BAZ2A","NULL",NA,"No"
"ENSGALG00000052946",NA,NA,"NA",NA,"No"
"ENSGALG00000052947",NA,NA,"NA",NA,"No"
"ENSGALG00000052948",NA,NA,"NA",NA,"No"
"ENSGALG00000052949",NA,NA,"NA",NA,"No"
"ENSGALG00000052950",NA,NA,"NA",NA,"No"
"ENSGALG00000052951",NA,NA,"NA",NA,"No"
"ENSGALG00000052952",57605,"PITPNM2","NULL",NA,"No"
"ENSGALG00000052953",NA,NA,"NA",NA,"No"
"ENSGALG00000052954",NA,NA,"NA",NA,"No"
"ENSGALG00000052955",NA,NA,"NA",NA,"No"
"ENSGALG00000052956",NA,NA,"NA",NA,"No"
"ENSGALG00000052957",NA,NA,"NA",NA,"No"
"ENSGALG00000052958",NA,NA,"NA",NA,"No"
"ENSGALG00000052959",NA,NA,"NA",NA,"No"
"ENSGALG00000052960",NA,NA,"NA",NA,"No"
"ENSGALG00000052961",NA,NA,"NA",NA,"No"
"ENSGALG00000052962",NA,NA,"NA",NA,"No"
"ENSGALG00000052963",NA,NA,"NA",NA,"No"
"ENSGALG00000052964",NA,NA,"NA",NA,"No"
"ENSGALG00000052965",NA,NA,"NA",NA,"No"
"ENSGALG00000052966",NA,NA,"NA",NA,"No"
"ENSGALG00000052967",NA,NA,"NA",NA,"No"
"ENSGALG00000052968",NA,NA,"NA",NA,"No"
"ENSGALG00000052969",NA,NA,"NA",NA,"No"
"ENSGALG00000052970",22999,"RIMS1","NULL",NA,"No"
"ENSGALG00000052971",55644,"OSGEP","NULL",NA,"No"
"ENSGALG00000052972",NA,NA,"NA",NA,"No"
"ENSGALG00000052973",NA,NA,"NA",NA,"No"
"ENSGALG00000052974",NA,NA,"NA",NA,"No"
"ENSGALG00000052975",29070,"CCDC113","CCDC113",768642,"No"
"ENSGALG00000052976",NA,NA,"NA",NA,"No"
"ENSGALG00000052977",NA,NA,"NA",NA,"No"
"ENSGALG00000052978",NA,NA,"NA",NA,"No"
"ENSGALG00000052979",6936,"GCFC2","NULL",NA,"No"
"ENSGALG00000052980",NA,NA,"NA",NA,"No"
"ENSGALG00000052981",NA,NA,"NA",NA,"No"
"ENSGALG00000052982",NA,NA,"NA",NA,"No"
"ENSGALG00000052983",NA,NA,"NA",NA,"No"
"ENSGALG00000052984",NA,NA,"NA",NA,"No"
"ENSGALG00000052985",56113,"PCDHGA2","LOC100858040",100858040,"No"
"ENSGALG00000052986",90113,"VWA5B2","NULL",NA,"No"
"ENSGALG00000052987",NA,NA,"NA",NA,"No"
"ENSGALG00000052988",NA,NA,"NA",NA,"No"
"ENSGALG00000052989",NA,NA,"NA",NA,"No"
"ENSGALG00000052990",NA,NA,"NA",NA,"No"
"ENSGALG00000052991",134218,"DNAJC21","NULL",NA,"No"
"ENSGALG00000052992",NA,NA,"NA",NA,"No"
"ENSGALG00000052993",NA,NA,"NA",NA,"No"
"ENSGALG00000052994",9852,"EPM2AIP1","LOC420030",420030,"No"
"ENSGALG00000052995",NA,NA,"NA",NA,"No"
"ENSGALG00000052996",NA,NA,"NA",NA,"No"
"ENSGALG00000052997",NA,NA,"NA",NA,"No"
"ENSGALG00000052998",NA,NA,"NA",NA,"No"
"ENSGALG00000052999",NA,NA,"NA",NA,"No"
"ENSGALG00000053000",25943,"C20orf194","C4H20ORF194",422945,"No"
"ENSGALG00000053001",NA,NA,"NA",NA,"No"
"ENSGALG00000053002",2,"A2M","NULL",NA,"No"
"ENSGALG00000053003",NA,NA,"NA",NA,"No"
"ENSGALG00000053004",3812,"KIR3DL2","NULL",NA,"No"
"ENSGALG00000053004",9437,"NCR1","NULL",NA,"No"
"ENSGALG00000053004",3802,"KIR2DL1","NULL",NA,"No"
"ENSGALG00000053004",10990,"LILRB5","NULL",NA,"No"
"ENSGALG00000053004",115653,"KIR3DL3","NULL",NA,"No"
"ENSGALG00000053004",11027,"LILRA2","NULL",NA,"No"
"ENSGALG00000053004",353514,"LILRA5","NULL",NA,"No"
"ENSGALG00000053004",107987425,"LILRB3","NULL",NA,"No"
"ENSGALG00000053004",3809,"KIR2DS4","NULL",NA,"No"
"ENSGALG00000053004",10859,"LILRB1","NULL",NA,"No"
"ENSGALG00000053004",23547,"LILRA4","NULL",NA,"No"
"ENSGALG00000053004",102725035,"LILRB3","NULL",NA,"No"
"ENSGALG00000053004",79168,"LILRA6","NULL",NA,"No"
"ENSGALG00000053004",3811,"KIR3DL1","NULL",NA,"No"
"ENSGALG00000053004",3805,"KIR2DL4","NULL",NA,"No"
"ENSGALG00000053004",51206,"GP6","NULL",NA,"No"
"ENSGALG00000053004",10288,"LILRB2","NULL",NA,"No"
"ENSGALG00000053004",11024,"LILRA1","NULL",NA,"No"
"ENSGALG00000053004",3804,"KIR2DL3","NULL",NA,"No"
"ENSGALG00000053004",11025,"LILRB3","NULL",NA,"No"
"ENSGALG00000053004",11006,"LILRB4","NULL",NA,"No"
"ENSGALG00000053004",107987462,"LILRB3","NULL",NA,"No"
"ENSGALG00000053005",NA,NA,"NA",NA,"No"
"ENSGALG00000053006",NA,NA,"NA",NA,"No"
"ENSGALG00000053007",NA,NA,"NA",NA,"No"
"ENSGALG00000053008",NA,NA,"NA",NA,"No"
"ENSGALG00000053009",NA,NA,"NA",NA,"No"
"ENSGALG00000053010",NA,NA,"NA",NA,"No"
"ENSGALG00000053011",NA,NA,"NA",NA,"No"
"ENSGALG00000053012",NA,NA,"NA",NA,"No"
"ENSGALG00000053013",54566,"EPB41L4B","NULL",NA,"No"
"ENSGALG00000053014",9743,"ARHGAP32","NULL",NA,"No"
"ENSGALG00000053015",NA,NA,"NA",NA,"No"
"ENSGALG00000053016",NA,NA,"NA",NA,"No"
"ENSGALG00000053017",NA,NA,"NA",NA,"No"
"ENSGALG00000053018",NA,NA,"NA",NA,"No"
"ENSGALG00000053019",116985,"ARAP1","NULL",NA,"No"
"ENSGALG00000053020",NA,NA,"NA",NA,"No"
"ENSGALG00000053021",NA,NA,"NA",NA,"No"
"ENSGALG00000053022",NA,NA,"NA",NA,"No"
"ENSGALG00000053023",NA,NA,"NA",NA,"No"
"ENSGALG00000053024",NA,NA,"NA",NA,"No"
"ENSGALG00000053025",NA,NA,"NA",NA,"No"
"ENSGALG00000053026",NA,NA,"NA",NA,"No"
"ENSGALG00000053027",NA,NA,"NA",NA,"No"
"ENSGALG00000053028",1288,"COL4A6","NULL",NA,"No"
"ENSGALG00000053029",NA,NA,"NA",NA,"No"
"ENSGALG00000053030",NA,NA,"NA",NA,"No"
"ENSGALG00000053031",NA,NA,"NA",NA,"No"
"ENSGALG00000053032",NA,NA,"NA",NA,"No"
"ENSGALG00000053033",NA,NA,"NA",NA,"No"
"ENSGALG00000053034",NA,NA,"NA",NA,"No"
"ENSGALG00000053035",NA,"AC092835.1","NULL",NA,"No"
"ENSGALG00000053036",NA,NA,"NA",NA,"No"
"ENSGALG00000053037",NA,NA,"NA",NA,"No"
"ENSGALG00000053038",NA,NA,"NA",NA,"No"
"ENSGALG00000053039",NA,NA,"NA",NA,"No"
"ENSGALG00000053040",NA,NA,"NA",NA,"No"
"ENSGALG00000053041",9666,"DZIP3","LOC107050083",107050083,"No"
"ENSGALG00000053042",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000053042",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000053043",23589,"CARHSP1","CARHSP1",416640,"No"
"ENSGALG00000053044",NA,NA,"NA",NA,"No"
"ENSGALG00000053045",NA,NA,"NA",NA,"No"
"ENSGALG00000053046",4703,"NEB","NULL",NA,"No"
"ENSGALG00000053047",NA,NA,"NA",NA,"No"
"ENSGALG00000053048",NA,NA,"NA",NA,"No"
"ENSGALG00000053049",NA,NA,"NA",NA,"No"
"ENSGALG00000053050",NA,NA,"NA",NA,"No"
"ENSGALG00000053051",NA,NA,"NA",NA,"No"
"ENSGALG00000053052",3904,"LAIR2","LOC112531168",112531168,"No"
"ENSGALG00000053052",2204,"FCAR","LOC112531168",112531168,"No"
"ENSGALG00000053053",343,"AQP8","AQP8",416566,"No"
"ENSGALG00000053054",NA,NA,"NA",NA,"No"
"ENSGALG00000053055",6261,"RYR1","LOC112530475",112530475,"No"
"ENSGALG00000053056",NA,NA,"NA",NA,"No"
"ENSGALG00000053057",NA,"IGLV3-16","NULL",NA,"No"
"ENSGALG00000053057",NA,"IGLV3-1","NULL",NA,"No"
"ENSGALG00000053057",NA,"IGLV3-25","NULL",NA,"No"
"ENSGALG00000053057",NA,"IGLV3-10","NULL",NA,"No"
"ENSGALG00000053057",NA,"IGLV3-27","NULL",NA,"No"
"ENSGALG00000053057",NA,"IGLV3-32","NULL",NA,"No"
"ENSGALG00000053057",NA,"IGLV3-19","NULL",NA,"No"
"ENSGALG00000053057",NA,"IGLV3-22","NULL",NA,"No"
"ENSGALG00000053057",NA,"IGLV3-9","NULL",NA,"No"
"ENSGALG00000053058",28956,"LAMTOR2","LAMTOR2",100859842,"No"
"ENSGALG00000053059",NA,NA,"NA",NA,"No"
"ENSGALG00000053060",NA,NA,"NA",NA,"No"
"ENSGALG00000053061",NA,NA,"NA",NA,"No"
"ENSGALG00000053062",NA,NA,"NA",NA,"No"
"ENSGALG00000053063",64976,"MRPL40","MRPL40",100858795,"No"
"ENSGALG00000053064",NA,NA,"NA",NA,"No"
"ENSGALG00000053065",NA,NA,"NA",NA,"No"
"ENSGALG00000053066",NA,NA,"NA",NA,"No"
"ENSGALG00000053067",NA,NA,"NA",NA,"No"
"ENSGALG00000053068",23583,"SMUG1","SMUG1",431025,"No"
"ENSGALG00000053069",NA,NA,"NA",NA,"No"
"ENSGALG00000053070",NA,NA,"NA",NA,"No"
"ENSGALG00000053071",NA,NA,"NA",NA,"No"
"ENSGALG00000053072",NA,NA,"NA",NA,"No"
"ENSGALG00000053073",84284,"NTPCR","NTPCR",428588,"No"
"ENSGALG00000053074",2,"A2M","NULL",NA,"No"
"ENSGALG00000053075",NA,NA,"NA",NA,"No"
"ENSGALG00000053076",NA,NA,"NA",NA,"No"
"ENSGALG00000053077",NA,NA,"NA",NA,"No"
"ENSGALG00000053078",403314,"APOBEC4","APOBEC4",100858926,"No"
"ENSGALG00000053079",NA,NA,"NA",NA,"No"
"ENSGALG00000053080",NA,NA,"NA",NA,"No"
"ENSGALG00000053081",NA,NA,"NA",NA,"No"
"ENSGALG00000053082",NA,NA,"NA",NA,"No"
"ENSGALG00000053083",NA,NA,"NA",NA,"No"
"ENSGALG00000053084",NA,NA,"NA",NA,"No"
"ENSGALG00000053085",NA,NA,"NA",NA,"No"
"ENSGALG00000053086",NA,NA,"NA",NA,"No"
"ENSGALG00000053087",NA,NA,"NA",NA,"No"
"ENSGALG00000053088",NA,NA,"NA",NA,"No"
"ENSGALG00000053089",NA,NA,"NA",NA,"No"
"ENSGALG00000053090",NA,NA,"NA",NA,"No"
"ENSGALG00000053091",NA,NA,"NA",NA,"No"
"ENSGALG00000053092",NA,NA,"NA",NA,"No"
"ENSGALG00000053093",NA,NA,"NA",NA,"No"
"ENSGALG00000053094",NA,NA,"NA",NA,"No"
"ENSGALG00000053095",NA,NA,"NA",NA,"No"
"ENSGALG00000053096",NA,NA,"NA",NA,"No"
"ENSGALG00000053097",NA,NA,"NA",NA,"No"
"ENSGALG00000053098",NA,NA,"NA",NA,"No"
"ENSGALG00000053099",NA,NA,"NA",NA,"No"
"ENSGALG00000053100",128486,"FITM2","LOC107057318",107057318,"No"
"ENSGALG00000053101",NA,NA,"NA",NA,"No"
"ENSGALG00000053102",NA,NA,"NA",NA,"No"
"ENSGALG00000053103",NA,NA,"NA",NA,"No"
"ENSGALG00000053104",NA,NA,"NA",NA,"No"
"ENSGALG00000053105",5909,"RAP1GAP","RAP1GAP2",769475,"No"
"ENSGALG00000053106",220382,"FAM181B","FAM181B",101751376,"No"
"ENSGALG00000053107",3908,"LAMA2","NULL",NA,"No"
"ENSGALG00000053108",NA,NA,"NA",NA,"No"
"ENSGALG00000053109",NA,NA,"NA",NA,"No"
"ENSGALG00000053110",NA,NA,"NA",NA,"No"
"ENSGALG00000053111",NA,NA,"NA",NA,"No"
"ENSGALG00000053112",143162,"FRMPD2","NULL",NA,"No"
"ENSGALG00000053113",NA,NA,"NA",NA,"No"
"ENSGALG00000053114",NA,NA,"NA",NA,"No"
"ENSGALG00000053115",NA,NA,"NA",NA,"No"
"ENSGALG00000053116",65999,"LRRC61","LRRC61",428394,"No"
"ENSGALG00000053117",NA,NA,"NA",NA,"No"
"ENSGALG00000053118",NA,NA,"NA",NA,"No"
"ENSGALG00000053119",NA,NA,"NA",NA,"No"
"ENSGALG00000053120",NA,NA,"NA",NA,"No"
"ENSGALG00000053121",NA,"CCL15-CCL14","LOC417536",417536,"No"
"ENSGALG00000053121",6358,"CCL14","LOC417536",417536,"No"
"ENSGALG00000053121",6368,"CCL23","LOC417536",417536,"No"
"ENSGALG00000053121",6359,"CCL15","LOC417536",417536,"No"
"ENSGALG00000053122",NA,NA,"NA",NA,"No"
"ENSGALG00000053123",NA,NA,"NA",NA,"No"
"ENSGALG00000053124",NA,NA,"NA",NA,"No"
"ENSGALG00000053125",NA,NA,"NA",NA,"No"
"ENSGALG00000053126",NA,NA,"NA",NA,"No"
"ENSGALG00000053127",NA,NA,"NA",NA,"No"
"ENSGALG00000053128",NA,NA,"NA",NA,"No"
"ENSGALG00000053129",NA,NA,"NA",NA,"No"
"ENSGALG00000053130",91977,"MYOZ3","MYOZ3",416271,"No"
"ENSGALG00000053131",NA,NA,"NA",NA,"No"
"ENSGALG00000053132",NA,NA,"NA",NA,"No"
"ENSGALG00000053133",NA,NA,"NA",NA,"No"
"ENSGALG00000053134",NA,NA,"NA",NA,"No"
"ENSGALG00000053135",NA,NA,"NA",NA,"No"
"ENSGALG00000053136",NA,NA,"NA",NA,"No"
"ENSGALG00000053137",NA,NA,"NA",NA,"No"
"ENSGALG00000053138",NA,NA,"NA",NA,"No"
"ENSGALG00000053139",NA,NA,"NA",NA,"No"
"ENSGALG00000053140",NA,NA,"NA",NA,"No"
"ENSGALG00000053141",NA,NA,"NA",NA,"No"
"ENSGALG00000053142",NA,NA,"NA",NA,"No"
"ENSGALG00000053143",NA,NA,"NA",NA,"No"
"ENSGALG00000053144",NA,NA,"NA",NA,"No"
"ENSGALG00000053145",NA,NA,"NA",NA,"No"
"ENSGALG00000053146",NA,NA,"NA",NA,"No"
"ENSGALG00000053147",NA,NA,"NA",NA,"No"
"ENSGALG00000053148",NA,NA,"NA",NA,"No"
"ENSGALG00000053149",NA,NA,"NA",NA,"No"
"ENSGALG00000053150",NA,NA,"NA",NA,"No"
"ENSGALG00000053151",NA,NA,"NA",NA,"No"
"ENSGALG00000053152",79187,"FSD1","LOC107051263",107051263,"No"
"ENSGALG00000053153",NA,NA,"NA",NA,"No"
"ENSGALG00000053154",NA,NA,"NA",NA,"No"
"ENSGALG00000053155",NA,NA,"NA",NA,"No"
"ENSGALG00000053156",NA,NA,"NA",NA,"No"
"ENSGALG00000053157",NA,NA,"NA",NA,"No"
"ENSGALG00000053158",NA,NA,"NA",NA,"No"
"ENSGALG00000053159",NA,NA,"NA",NA,"No"
"ENSGALG00000053160",NA,NA,"NA",NA,"No"
"ENSGALG00000053161",NA,NA,"NA",NA,"No"
"ENSGALG00000053162",NA,NA,"NA",NA,"No"
"ENSGALG00000053163",NA,NA,"NA",NA,"No"
"ENSGALG00000053164",NA,NA,"NA",NA,"No"
"ENSGALG00000053165",NA,NA,"NA",NA,"No"
"ENSGALG00000053166",NA,NA,"NA",NA,"No"
"ENSGALG00000053167",NA,NA,"NA",NA,"No"
"ENSGALG00000053168",NA,NA,"NA",NA,"No"
"ENSGALG00000053169",NA,NA,"NA",NA,"No"
"ENSGALG00000053170",NA,NA,"NA",NA,"No"
"ENSGALG00000053171",NA,NA,"NA",NA,"No"
"ENSGALG00000053172",NA,NA,"NA",NA,"No"
"ENSGALG00000053173",NA,NA,"NA",NA,"No"
"ENSGALG00000053174",NA,NA,"NA",NA,"No"
"ENSGALG00000053175",NA,NA,"NA",NA,"No"
"ENSGALG00000053176",NA,NA,"NA",NA,"No"
"ENSGALG00000053177",NA,NA,"NA",NA,"No"
"ENSGALG00000053178",NA,NA,"NA",NA,"No"
"ENSGALG00000053179",NA,NA,"NA",NA,"No"
"ENSGALG00000053180",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000053180",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000053181",NA,NA,"NA",NA,"No"
"ENSGALG00000053182",NA,NA,"NA",NA,"No"
"ENSGALG00000053183",NA,NA,"NA",NA,"No"
"ENSGALG00000053184",23139,"MAST2","NULL",NA,"No"
"ENSGALG00000053185",NA,NA,"NA",NA,"No"
"ENSGALG00000053186",NA,NA,"NA",NA,"No"
"ENSGALG00000053187",NA,NA,"NA",NA,"No"
"ENSGALG00000053188",200403,"VWA3B","NULL",NA,"No"
"ENSGALG00000053189",NA,NA,"NA",NA,"No"
"ENSGALG00000053190",NA,NA,"NA",NA,"No"
"ENSGALG00000053191",NA,NA,"NA",NA,"No"
"ENSGALG00000053192",NA,NA,"NA",NA,"No"
"ENSGALG00000053193",NA,NA,"NA",NA,"No"
"ENSGALG00000053194",55827,"DCAF6","NULL",NA,"No"
"ENSGALG00000053195",NA,NA,"NA",NA,"No"
"ENSGALG00000053196",26000,"TBC1D10B","LOC112530905",112530905,"No"
"ENSGALG00000053197",NA,NA,"NA",NA,"No"
"ENSGALG00000053198",11259,"FILIP1L","FILIP1L",769163,"No"
"ENSGALG00000053199",NA,NA,"NA",NA,"No"
"ENSGALG00000053200",NA,NA,"NA",NA,"No"
"ENSGALG00000053201",NA,NA,"NA",NA,"No"
"ENSGALG00000053202",NA,NA,"NA",NA,"No"
"ENSGALG00000053203",NA,NA,"NA",NA,"No"
"ENSGALG00000053204",NA,NA,"NA",NA,"No"
"ENSGALG00000053205",NA,NA,"NA",NA,"No"
"ENSGALG00000053206",NA,NA,"NA",NA,"No"
"ENSGALG00000053207",3445,"IFNA8","LOC776018",776018,"No"
"ENSGALG00000053207",3439,"IFNA1","LOC776018",776018,"No"
"ENSGALG00000053207",3447,"IFNA13","LOC776018",776018,"No"
"ENSGALG00000053207",3441,"IFNA4","LOC776018",776018,"No"
"ENSGALG00000053207",3467,"IFNW1","LOC776018",776018,"No"
"ENSGALG00000053207",3446,"IFNA10","LOC776018",776018,"No"
"ENSGALG00000053207",3440,"IFNA2","LOC776018",776018,"No"
"ENSGALG00000053207",3443,"IFNA6","LOC776018",776018,"No"
"ENSGALG00000053207",56832,"IFNK","LOC776018",776018,"No"
"ENSGALG00000053207",3451,"IFNA17","LOC776018",776018,"No"
"ENSGALG00000053207",338376,"IFNE","LOC776018",776018,"No"
"ENSGALG00000053207",3442,"IFNA5","LOC776018",776018,"No"
"ENSGALG00000053207",3444,"IFNA7","LOC776018",776018,"No"
"ENSGALG00000053207",3449,"IFNA16","LOC776018",776018,"No"
"ENSGALG00000053207",3456,"IFNB1","LOC776018",776018,"No"
"ENSGALG00000053207",3448,"IFNA14","LOC776018",776018,"No"
"ENSGALG00000053207",3452,"IFNA21","LOC776018",776018,"No"
"ENSGALG00000053208",NA,NA,"NA",NA,"No"
"ENSGALG00000053209",NA,NA,"NA",NA,"No"
"ENSGALG00000053210",6003,"RGS13","RGS13",429059,"No"
"ENSGALG00000053211",NA,NA,"NA",NA,"No"
"ENSGALG00000053212",NA,NA,"NA",NA,"No"
"ENSGALG00000053213",NA,NA,"NA",NA,"No"
"ENSGALG00000053214",NA,NA,"NA",NA,"No"
"ENSGALG00000053215",NA,NA,"NA",NA,"No"
"ENSGALG00000053216",NA,NA,"NA",NA,"No"
"ENSGALG00000053217",27124,"INPP5J","NULL",NA,"No"
"ENSGALG00000053218",NA,NA,"NA",NA,"No"
"ENSGALG00000053219",NA,NA,"NA",NA,"No"
"ENSGALG00000053220",NA,NA,"NA",NA,"No"
"ENSGALG00000053221",NA,NA,"NA",NA,"No"
"ENSGALG00000053222",NA,NA,"NA",NA,"No"
"ENSGALG00000053223",NA,NA,"NA",NA,"No"
"ENSGALG00000053224",NA,NA,"NA",NA,"No"
"ENSGALG00000053225",NA,NA,"NA",NA,"No"
"ENSGALG00000053226",NA,NA,"NA",NA,"No"
"ENSGALG00000053227",NA,NA,"NA",NA,"No"
"ENSGALG00000053228",NA,NA,"NA",NA,"No"
"ENSGALG00000053229",NA,NA,"NA",NA,"No"
"ENSGALG00000053230",NA,NA,"NA",NA,"No"
"ENSGALG00000053231",NA,NA,"NA",NA,"No"
"ENSGALG00000053232",NA,NA,"NA",NA,"No"
"ENSGALG00000053233",NA,NA,"NA",NA,"No"
"ENSGALG00000053234",NA,NA,"NA",NA,"No"
"ENSGALG00000053235",NA,NA,"NA",NA,"No"
"ENSGALG00000053236",NA,NA,"NA",NA,"No"
"ENSGALG00000053237",NA,NA,"NA",NA,"No"
"ENSGALG00000053238",NA,NA,"NA",NA,"No"
"ENSGALG00000053239",NA,NA,"NA",NA,"No"
"ENSGALG00000053240",NA,NA,"NA",NA,"No"
"ENSGALG00000053241",NA,NA,"NA",NA,"No"
"ENSGALG00000053242",NA,NA,"NA",NA,"No"
"ENSGALG00000053243",NA,NA,"NA",NA,"No"
"ENSGALG00000053244",NA,NA,"NA",NA,"No"
"ENSGALG00000053245",NA,NA,"NA",NA,"No"
"ENSGALG00000053246",NA,NA,"NA",NA,"No"
"ENSGALG00000053247",6440,"SFTPC","SFTPC",107049626,"No"
"ENSGALG00000053248",NA,NA,"NA",NA,"No"
"ENSGALG00000053249",NA,NA,"NA",NA,"No"
"ENSGALG00000053250",23344,"ESYT1","ESYT1",107055399,"No"
"ENSGALG00000053251",NA,NA,"NA",NA,"No"
"ENSGALG00000053252",NA,NA,"NA",NA,"No"
"ENSGALG00000053253",NA,NA,"NA",NA,"No"
"ENSGALG00000053254",1962,"EHHADH","EHHADH",424877,"No"
"ENSGALG00000053255",NA,NA,"NA",NA,"No"
"ENSGALG00000053256",NA,NA,"NA",NA,"No"
"ENSGALG00000053257",NA,NA,"NA",NA,"No"
"ENSGALG00000053258",NA,NA,"NA",NA,"No"
"ENSGALG00000053259",NA,NA,"NA",NA,"No"
"ENSGALG00000053260",NA,NA,"NA",NA,"No"
"ENSGALG00000053261",NA,NA,"NA",NA,"No"
"ENSGALG00000053262",NA,NA,"NA",NA,"No"
"ENSGALG00000053263",NA,NA,"NA",NA,"No"
"ENSGALG00000053264",NA,NA,"NA",NA,"No"
"ENSGALG00000053265",NA,NA,"NA",NA,"No"
"ENSGALG00000053266",NA,NA,"NA",NA,"No"
"ENSGALG00000053267",NA,NA,"NA",NA,"No"
"ENSGALG00000053268",NA,NA,"NA",NA,"No"
"ENSGALG00000053269",NA,NA,"NA",NA,"No"
"ENSGALG00000053270",NA,NA,"NA",NA,"No"
"ENSGALG00000053271",NA,NA,"NA",NA,"No"
"ENSGALG00000053272",NA,NA,"NA",NA,"No"
"ENSGALG00000053273",NA,NA,"NA",NA,"No"
"ENSGALG00000053274",26472,"PPP1R14B","LOC107051531",107051531,"No"
"ENSGALG00000053275",NA,NA,"NA",NA,"No"
"ENSGALG00000053276",100130274,"CCDC166","CCDC166",426291,"No"
"ENSGALG00000053277",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000053277",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000053278",56670,"SUCNR1","SUCNR1",771768,"No"
"ENSGALG00000053279",8838,"CCN6","NULL",NA,"No"
"ENSGALG00000053280",NA,NA,"NA",NA,"No"
"ENSGALG00000053281",5569,"PKIA","PKIA",396333,"No"
"ENSGALG00000053282",NA,NA,"NA",NA,"No"
"ENSGALG00000053283",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000053283",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000053284",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000053284",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000053285",NA,NA,"NA",NA,"No"
"ENSGALG00000053286",NA,NA,"NA",NA,"No"
"ENSGALG00000053287",NA,NA,"NA",NA,"No"
"ENSGALG00000053288",NA,NA,"NA",NA,"No"
"ENSGALG00000053289",NA,NA,"NA",NA,"No"
"ENSGALG00000053290",NA,NA,"NA",NA,"No"
"ENSGALG00000053291",NA,NA,"NA",NA,"No"
"ENSGALG00000053292",NA,NA,"NA",NA,"No"
"ENSGALG00000053293",NA,NA,"NA",NA,"No"
"ENSGALG00000053294",NA,NA,"NA",NA,"No"
"ENSGALG00000053295",NA,NA,"NA",NA,"No"
"ENSGALG00000053296",NA,NA,"NA",NA,"No"
"ENSGALG00000053297",NA,NA,"NA",NA,"No"
"ENSGALG00000053298",NA,NA,"NA",NA,"No"
"ENSGALG00000053299",3748,"KCNC3","LOC100859454",100859454,"No"
"ENSGALG00000053300",NA,NA,"NA",NA,"No"
"ENSGALG00000053301",NA,NA,"NA",NA,"No"
"ENSGALG00000053302",NA,NA,"NA",NA,"No"
"ENSGALG00000053303",NA,NA,"NA",NA,"No"
"ENSGALG00000053304",55623,"THUMPD1","NULL",NA,"No"
"ENSGALG00000053305",NA,NA,"NA",NA,"No"
"ENSGALG00000053306",NA,NA,"NA",NA,"No"
"ENSGALG00000053307",NA,NA,"NA",NA,"No"
"ENSGALG00000053308",NA,NA,"NA",NA,"No"
"ENSGALG00000053309",55811,"ADCY10","NULL",NA,"No"
"ENSGALG00000053310",NA,NA,"NA",NA,"No"
"ENSGALG00000053311",NA,NA,"NA",NA,"No"
